head,tail,label,predict
Q491027,Q849604,participant of,participant of
Q324589,Q15257784,participant of,league
Q1591657,Q8567,participant of,participant of
Q538467,Q187579,participant of,participant of
Q1222850,Q8429,participant of,participant of
Q1089088,Q8577,participant of,participant of
Q1634931,Q132377,participant of,participant of
Q3352610,Q8118,participant of,participant of
Q350650,Q33881,participant of,participant of
Q183274,Q8403,participant of,participant of
Q5026684,Q8444,participant of,participant of
Q168029,Q22669,participant of,participant of
Q10278224,Q18193712,participant of,participant of
Q9310962,Q8531,participant of,participant of
Q1811710,Q8143,participant of,participant of
Q926147,Q132377,participant of,participant of
Q487275,Q8150,participant of,participant of
Q2119597,Q209678,participant of,participant of
Q7070108,Q8150,participant of,participant of
Q1325882,Q9664,participant of,field of work
Q195281,Q8577,participant of,participant of
Q287170,Q10146,participant of,participant of
Q26235186,Q11894270,participant of,participant of
Q1991242,Q9664,participant of,participant of
Q8070718,Q8456,participant of,participant of
Q18716,Q4561532,participant of,participant of
Q213919,Q939560,participant of,position held
Q671047,Q8118,participant of,participant of
Q627869,Q9658,participant of,participant of
Q5400887,Q8488,participant of,participant of
Q496046,Q47735,participant of,participant of
Q190978,Q46934,participant of,participant of
Q695094,Q131075,participant of,participant of
Q3559061,Q8558,participant of,participant of
Q79641,Q9651,participant of,participant of
Q165141,Q132515,participant of,participant of
Q6149484,Q8407,participant of,participant of
Q275775,Q8403,participant of,participant of
Q158734,Q8407,participant of,participant of
Q261784,Q8558,participant of,participant of
Q651261,Q9660,participant of,participant of
Q343318,Q11062,participant of,genre
Q6760740,Q8544,participant of,participant of
Q2177932,Q8150,participant of,participant of
Q1783621,Q9596,participant of,participant of
Q19442,Q4559484,participant of,participant of
Q568209,Q8411,participant of,participant of
Q207337,Q46938,participant of,participant of
Q435707,Q8577,participant of,participant of
Q944778,Q187579,participant of,participant of
Q2000822,Q8111,participant of,participant of
Q2544880,Q8111,participant of,participant of
Q367472,Q132377,participant of,participant of
Q3831502,Q8531,participant of,participant of
Q1763831,Q8531,participant of,participant of
Q3704875,Q8444,participant of,participant of
Q83459,Q585295,participant of,participant of
Q131378,Q13416183,participant of,member of
Q15503907,Q5354210,participant of,participant of
Q19881739,Q8531,participant of,participant of
Q938027,Q8577,participant of,participant of
Q5350155,Q8111,participant of,participant of
Q1823247,Q10161,participant of,participant of
Q7322576,Q8403,participant of,participant of
Q383211,Q10150,participant of,participant of
Q3938242,Q8488,participant of,participant of
Q20205201,Q20088679,participant of,residence
Q4963532,Q8544,participant of,participant of
Q319805,Q9657,participant of,participant of
Q737493,Q2287650,position held,position held
Q878398,Q4151335,position held,position held
Q100635,Q896878,position held,position held
Q201282,Q455690,position held,position held
Q1356461,Q3401750,position held,position held
Q708263,Q21597597,position held,position held
Q886120,Q3773752,position held,position held
Q276404,Q61982,position held,position held
Q1899909,Q1159846,position held,position held
Q27677,Q2305968,position held,position held
Q375278,Q174156,position held,position held
Q2571,Q25223,position held,position held
Q880642,Q693032,position held,position held
Q212751,Q878222,position held,position held
Q1700263,Q1837071,position held,position held
Q293385,Q6085537,position held,position held
Q29207,Q29558,position held,position held
Q336036,Q687908,position held,position held
Q529867,Q236885,position held,field of work
Q692191,Q5589682,position held,position held
Q57602,Q20682527,position held,position held
Q157259,Q2484309,position held,position held
Q380759,Q2287650,position held,position held
Q197234,Q1208709,position held,position held
Q434902,Q20801659,position held,position held
Q51056,Q166877,position held,member of political party
Q502949,Q3506352,position held,position held
Q6225926,Q5021015,position held,position held
Q336537,Q27169,position held,position held
Q6293208,Q6627657,position held,position held
Q457786,Q1209571,position held,position held
Q316942,Q3401753,position held,position held
Q16623762,Q27169,position held,position held
Q356929,Q887010,position held,position held
Q11156,Q11144,position held,member of
Q57282,Q273884,position held,position held
Q105667,Q634291,position held,position held
Q435267,Q3112728,position held,position held
Q317618,Q5589668,position held,position held
Q1503,Q1209571,position held,position held
Q725861,Q636207,position held,position held
Q182367,Q1723031,position held,position held
Q78869,Q475658,position held,position held
Q1396349,Q493649,position held,position held
Q473050,Q13218630,position held,position held
Q3675340,Q3278450,position held,position held
Q15027,Q2741486,position held,position held
Q297000,Q1511951,position held,position held
Q943046,Q11147,position held,position held
Q714269,Q887090,position held,position held
Q369988,Q2462163,position held,position held
Q291169,Q2741536,position held,position held
Q296673,Q191954,position held,position held
Q444685,Q1146214,position held,position held
Q233638,Q7166256,position held,position played on team / speciality
Q1706452,Q3773752,position held,position held
Q6550181,Q4120955,position held,position held
Q708241,Q2298067,position held,position held
Q311548,Q1528895,position held,position held
Q167607,Q1057168,position held,position held
Q272670,Q1371091,position held,position held
Q1161100,Q3773752,position held,position held
Q250993,Q7925039,position held,position held
Q10853588,Q3406489,position held,position held
Q776203,Q1402980,position held,position held
Q483672,Q878256,position held,position held
Q34,Q203509,has part,contains administrative territorial entity
Q499312,Q855125,has part,has part
Q25095363,Q21857084,has part,has part
Q1848835,Q9302011,has part,has part
Q1945767,Q16766,has part,child
Q25507,Q953249,has part,performer
Q83787,Q1544621,has part,operator
Q60096,Q15670156,has part,has part
Q1885009,Q28075405,has part,located on terrain feature
Q886,Q1575630,has part,has part
Q2739604,Q5914852,has part,part of
Q957160,Q3437974,has part,has part
Q23831,Q3468797,has part,has part
Q8613,Q11865693,has part,participant
Q223977,Q3465736,has part,has part
Q24705029,Q5449791,has part,subsidiary
Q330658,Q7569593,has part,subsidiary
Q2674710,Q5215614,has part,has part
Q216613,Q7718,has part,instance of
Q18813,Q42040,has part,main subject
Q18148531,Q20649060,has part,part of
Q2082064,Q3075310,has part,has part
Q188695,Q939208,has part,platform
Q2610941,Q5878864,has part,has part
Q1783981,Q6222987,has part,has part
Q318189,Q2731998,has part,part of
Q23679,Q23884,has part,has part
Q8613,Q7400384,has part,part of
Q1027200,Q2062208,has part,said to be the same as
Q118920,Q42000,has part,located on terrain feature
Q5499,Q4226438,has part,part of
Q13979,Q6122061,has part,has part
Q23558,Q169042,has part,has part
Q184217,Q373733,has part,has part
Q1011895,Q335017,has part,located in the administrative territorial entity
Q11211,Q11223,has part,military branch
Q855988,Q1300399,has part,participating team
Q2483689,Q17916954,has part,composer
Q27676063,Q2031197,has part,instance of
